#This table is copied directly out of #3GPP TS 29.244 / Version 17.7.1 / Table 8.1.2-1: Information Element Types
0 Reserved
1 Create PDR Extendable / Table 7.5.2.2-1 Not Applicable
2 PDI Extendable / Table 7.5.2.2-2 Not Applicable
3 Create FAR Extendable / Table 7.5.2.3-1 Not Applicable
4 Forwarding Parameters Extendable / Table 7.5.2.3-2 Not Applicable
5 Duplicating Parameters Extendable / Table 7.5.2.3-3 Not Applicable
6 Create URR Extendable / Table 7.5.2.4-1 Not Applicable
7 Create QER Extendable / Table 7.5.2.5-1 Not Applicable
8 Created PDR Extendable / Table 7.5.3.2-1 Not Applicable
9 Update PDR Extendable / Table 7.5.4.2-1 Not Applicable
10 Update FAR Extendable / Table 7.5.4.3-1 Not Applicable
11 Update Forwarding Parameters Extendable / Table 7.5.4.3-2 Not Applicable
12 Update BAR (PFCP Session Report Response) Extendable / Table 7.5.9.2-1 Not Applicable
13 Update URR Extendable / Table 7.5.4.4 Not Applicable
14 Update QER Extendable / Table 7.5.4.5 Not Applicable
15 Remove PDR Extendable / Table 7.5.4.6 Not Applicable
16 Remove FAR Extendable / Table 7.5.4.7 Not Applicable
17 Remove URR Extendable / Table 7.5.4.8 Not Applicable
18 Remove QER Extendable / Table 7.5.4.9 Not Applicable
19 Cause Fixed / Clause 8.2.1 1
20 Source Interface Extendable / Clause 8.2.2 1
21 F-TEID Extendable / Clause 8.2.3 1
22 Network Instance Variable Length / Clause 8.2.4 Not Applicable
23 SDF Filter Extendable / Clause 8.2.5 2
24 Application ID Variable Length / Clause 8.2.6 Not Applicable
25 Gate Status Extendable / Clause 8.2.7 1
26 MBR Extendable / Clause 8.2.8 10
27 GBR Extendable / Clause 8.2.9 10
28 QER Correlation ID Extendable / Clause 8.2.10 4
29 Precedence Extendable / Clause 8.2.11 4
30 Transport Level Marking Extendable / Clause 8.2.12 2
31 Volume Threshold Extendable /Clause 8.2.13 1
32 Time Threshold Extendable /Clause 8.2.14 4
33 Monitoring Time Extendable /Clause 8.2.15 4
34 Subsequent Volume Threshold Extendable /Clause 8.2.16 1
35 Subsequent Time Threshold Extendable /Clause 8.2.17 4
36 Inactivity Detection Time Extendable /Clause 8.2.18 4
37 Reporting Triggers Extendable /Clause 8.2.19 2
38 Redirect Information Extendable /Clause 8.2.20 3
39 Report Type Extendable / Clause 8.2.21 1
40 Offending IE Fixed / Clause 8.2.22 2
41 Forwarding Policy Extendable / Clause 8.2.23 1
42 Destination Interface Extendable / Clause 8.2.24 1
43 UP Function Features Extendable / Clause 8.2.25 1
44 Apply Action Extendable / Clause 8.2.26 1
45 Downlink Data Service Information Extendable / Clause 8.2.27 1
46 Downlink Data Notification Delay Extendable / Clause 8.2.28 1
47 DL Buffering Duration Extendable / Clause 8.2.29 1
48 DL Buffering Suggested Packet Count Variable / Clause 8.2.30 Not Applicable
49 PFCPSMReq-Flags Extendable / Clause 8.2.31 1
50 PFCPSRRsp-Flags Extendable / Clause 8.2.32 1
51 Load Control Information Extendable / Table 7.5.3.3-1 Not Applicable
52 Sequence Number Fixed Length / Clause 8.2.33 4
53 Metric Fixed Length / Clause 8.2.34 1
54 Overload Control Information Extendable / Table 7.5.3.4-1 Not Applicable
55 Timer Extendable / Clause 8.2 35 1
56 PDR ID Extendable / Clause 8.2 36 2
57 F-SEID Extendable / Clause 8.2 37 9
58 Application ID's PFDs Extendable / Table 7.4.3.1-2 Not Applicable
59 PFD context Extendable / Table 7.4.3.1-3 Not Applicable
60 Node ID Extendable / Clause 8.2.38 1
61 PFD contents Extendable / Clause 8.2.39 2
62 Measurement Method Extendable / Clause 8.2.40 1
63 Usage Report Trigger Extendable / Clause 8.2.41 2
64 Measurement Period Extendable / Clause 8.2.42 4
65 FQ-CSID Extendable / Clause 8.2.43 1
66 Volume Measurement Extendable / Clause 8.2.44 1
67 Duration Measurement Extendable / Clause 8.2.45 4
68 Application Detection Information Extendable / Table 7.5.8.3-2 Not Applicable
69 Time of First Packet Extendable / Clause 8.2.46 4
70 Time of Last Packet Extendable / Clause 8.2.47 4
71 Quota Holding Time Extendable / Clause 8.2.48 4
72 Dropped DL Traffic Threshold Extendable / Clause 8.2.49 1
73 Volume Quota Extendable / Clause 8.2.50 1
74 Time Quota Extendable / Clause 8.2.51 4
75 Start Time Extendable / Clause 8.2.52 4
76 End Time Extendable / Clause 8.2.53 4
77 Query URR Extendable / Table 7.5.4.10-1 Not Applicable
78 Usage Report (Session Modification Response) Extendable / Table 7.5.5.2-1 Not Applicable
79 Usage Report (Session Deletion Response) Extendable / Table 7.5.7.2-1 Not Applicable
80 Usage Report (Session Report Request) Extendable / Table 7.5.8.3-1 Not Applicable
81 URR ID Extendable / Clause 8.2.54 4
82 Linked URR ID Extendable / Clause 8.2.55 4
83 Downlink Data Report Extendable / Table 7.5.8.2-1 Not Applicable
84 Outer Header Creation Extendable / Clause 8.2.56 2
85 Create BAR Extendable / Table 7.5.2.6-1 Not Applicable
86 Update BAR (Session Modification Request)Extendable / Table 7.5.4.11-1 Not Applicable
87 Remove BAR Extendable / Table 7.5.4.12-1 Not Applicable
88 BAR ID Extendable / Clause 8.2.57 1
89 CP Function Features Extendable / Clause 8.2.58 1
90 Usage Information Extendable / Clause 8.2.59 1
91 Application Instance ID Variable Length / Clause 8.2.60 Not Applicable
92 Flow Information Extendable / Clause 8.2.61 3
93 UE IP Address Extendable / Clause 8.2.62 1
94 Packet Rate Extendable / Clause 8.2.63 1
95 Outer Header Removal Extendable / Clause 8.2.64 1
96 Recovery Time Stamp Extendable / Clause 8.2.65 4
97 DL Flow Level Marking Extendable / Clause 8.2.66 1
98 Header Enrichment Extendable / Clause 8.2.67 1
99 Error Indication Report Extendable / Table 7.5.8.4-1 Not Applicable
100 Measurement Information Extendable / Clause 8.2.68 1
101 Node Report Type Extendable / Clause 8.2.69 1
102 User Plane Path Failure Report Extendable / Table 7.4.5.1.2-1 Not Applicable
103 Remote GTP-U Peer Extendable / Clause 8.2.70 1
104 UR-SEQN Fixed Length / Clause 8.2.71 4
105 Update Duplicating Parameters Extendable / Table 7.5.4.3-3 Not Applicable
106 Activate Predefined Rules Variable Length / Clause 8.2.72 Not Applicable
107 Deactivate Predefined Rules Variable Length / Clause 8.2.73 Not Applicable
108 FAR ID Extendable / Clause 8.2.74 4
109 QER ID Extendable / Clause 8.2.75 4
110 OCI Flags Extendable / Clause 8.2.76 1
111 PFCP Association Release Request Extendable / Clause 8.2.77 1
112 Graceful Release Period Extendable / Clause 8.2.78 1
113 PDN Type Extendable / Clause 8.2.79 1
114 Failed Rule ID Extendable / Clause 8.2.80 1
115 Time Quota Mechanism Extendable / Clause 8.2.81 1
116 Reserved
117 User Plane Inactivity Timer Extendable /Clause 8.2.83 4
118 Aggregated URRs Extendable / Table 7.5.2.4-2 Not Applicable
119 Multiplier Fixed / Clause 8.2.84 12
120 Aggregated URR ID Fixed / Clause 8.2.85 4
121 Subsequent Volume Quota Extendable / Clause 8.2.86 1
122 Subsequent Time Quota Extendable / Clause 8.2.87 4
123 RQI Extendable / Clause 8.2.88 1
124 QFI Extendable / Clause 8.2.89 1
125 Query URR Reference Extendable / Clause 8.2.90 4
126 Additional Usage Reports Information Extendable / Clause 8.2.91 2
127 Create Traffic Endpoint Extendable / Table 7.5.2.7 Not Applicable
128 Created Traffic Endpoint Extendable / Table 7.5.3.5 Not Applicable
129 Update Traffic Endpoint Extendable / Table 7.5.4.13 Not Applicable
130 Remove Traffic Endpoint Extendable / Table 7.5.4.14 Not Applicable
131 Traffic Endpoint ID Extendable / Clause 8.2.92 1
132 Ethernet Packet Filter Extendable / Table 7.5.2.2-3 Not Applicable
133 MAC address Extendable / Clause 8.2.93 1
134 C-TAG Extendable / Clause 8.2.94 3
135 S-TAG Extendable / Clause 8.2.95 3
136 Ethertype Extendable / Clause 8.2.96 2
137 Proxying Extendable / Clause 8.2.97 1
138 Ethernet Filter ID Extendable / Clause 8.2.98 4
139 Ethernet Filter Properties Extendable / Clause 8.2.99 1
140 Suggested Buffering Packets Count Extendable / Clause 8.2.100 1
141 User ID Extendable / Clause 8.2.101 1
142 Ethernet PDU Session Information Extendable / Clause 8.2.102 1
143 Ethernet Traffic Information Extendable / Table 7.5.8.3-3 Not Applicable
144 MAC Addresses Detected Extendable / Clause 8.2.103 7
145 MAC Addresses Removed Extendable / Clause 8.2.104 7
146 Ethernet Inactivity Timer Extendable / Clause 8.2.105 4
147 Additional Monitoring Time Extendable / Table 7.5.2.4-3 Not Applicable
148 Event Quota Extendable / Clause 8.2.112 4
149 Event Threshold Extendable / Clause 8.2.113 4
150 Subsequent Event Quota Extendable / Clause 8.2.106 4
151 Subsequent Event Threshold Extendable / Clause 8.2.107 4
152 Trace Information Extendable / Clause 8.2.108 7
153 Framed-Route Variable Length / Clause 8.2.109 Not Applicable
154 Framed-Routing Fixed Length / Clause 8.2.110 4
155 Framed-IPv6-Route Variable Length / Clause 8.2.111 Not Applicable
156 Time Stamp Extendable / Clause 8.2.114 4
157 Averaging Window Extendable /Clause 8.2.115 4
158 Paging Policy Indicator Extendable / Clause 8.2.116 1
159 APN/DNN Variable Length / Clause 8.2.117 Not Applicable
160 3GPP Interface Type Extendable / Clause 8.2.118 1
161 PFCPSRReq-Flags Extendable / Clause 8.2.119 1
162 PFCPAUReq-Flags Extendable / Clause 8.2.120 1
163 Activation Time Extendable / Clause 8.2.121 4
164 Deactivation Time Extendable / Clause 8.2.122 4
165 Create MAR Extendable / Table 7.5.2.8-1 Not Applicable
166 3GPP Access Forwarding Action Information Extendable / Table 7.5.2.8-2 Not Applicable
167 Non-3GPP Access Forwarding Action Information Extendable / Table 7.5.2.8-3 Not Applicable
168 Remove MAR Extendable / Table 7.5.4.15-1 Not Applicable
169 Update MAR Extendable / Table 7.5.4.16-1 Not Applicable
170 MAR ID Extendable / Clause 8.2.123 2
171 Steering Functionality Extendable / Clause 8.2.124 1
172 Steering Mode Extendable / Clause 8.2.125 1
173 Weight Fixed / Clause 8.2.126 1
174 Priority Extendable / Clause 8.2.127 1
175 Update 3GPP Access Forwarding Action Information Extendable / Table 7.5.4.16-2 Not Applicable
176 Update Non 3GPP Access Forwarding Action Information Extendable / Table 7.5.4.16-3 Not Applicable
177 UE IP address Pool Identity Extendable / Clause 8.2.128 2
178 Alternative SMF IP Address Extendable / Clause 8.2.129 1
179 Packet Replication and Detection CarryOn Information Extendable / Clause 8.2.130 1
180 SMF Set ID Extendable / Clause 8.2.131 Not Applicable
181 Quota Validity Time Extendable / Clause 8.2.132 4
182 Number of Reports Fixed / Clause 8.2.133 2 
183 PFCP Session Retention Information (within PFCP Association Setup Request) Extendable / Table 7.4.4.1-2 1
184 PFCPASRsp-Flags Extendable / Clause 8.2.134 1
185 CP PFCP Entity IP Address Extendable / Clause 8.2.135 1
186 PFCPSEReq-Flags Extendable / Clause 8.2.136 1
187 User Plane Path Recovery Report Extendable / Table 7.4.5.1.3-1 Not Applicable
188 IP Multicast Addressing Info within PFCP Session Establishment Request Extendable / Clause 7.5.2.2-4 Not Applicable
189 Join IP Multicast Information IE within Usage Report Extendable / Table 7.5.8.3-4 Not Applicable
190 Leave IP Multicast Information IE within Usage Report Extendable / Table 7.5.8.3-5 Not Applicable
191 IP Multicast Address Extendable / Clause 8.2.137 1
192 Source IP Address Extendable / Clause 8.2.138 1
193 Packet Rate Status Extendable / Clause 8.2.139 1
194 Create Bridge Info for TSC Extendable / Clause 8.2.140 1
195 Created Bridge Info for TSC Extendable / Table 7.5.3.6-1 Not Applicable
196 DS-TT Port Number Fixed Length / Clause 8.2.141 4
197 NW-TT Port Number Fixed Length / Clause 8.2.142 4
198 5GS User Plane Node Extendable / Clause 8.2.143 Not Applicable
199 TSC Management Information IE within PFCP Session Modification Request Extendable / Table 7.5.4.18-1 Not Applicable
200 TSC Management Information IE within PFCP Session Modification Response Extendable / Table 7.5.5.3-1 Not Applicable
201 TSC Management Information IE within PFCP Session Report Request Extendable / Table 7.5.8.5-1 Not Applicable
202 Port Management Information Container Variable Length / Clause 8.2.144 Not Applicable
203 Clock Drift Control Information Extendable / Table 7.4.4.1.2-1 Not Applicable
204 Requested Clock Drift Information Extendable / Clause 8.2.145 1
205 Clock Drift Report Extendable / Table 7.4.5.1.4-1 Not Applicable
206 Time Domain Number Extendable / Clause 8.2.146 1
207 Time Offset Threshold Extendable / Clause 8.2.147 8
208 Cumulative rateRatio Threshold Extendable / Clause 8.2.148 4
209 Time Offset Measurement Extendable / Clause 8.2.149 8
210 Cumulative rateRatio Measurement Extendable / Clause 8.2.150 4
211 Remove SRR Extendable/ Table 7.5.4.19-1 Not applicable
212 Create SRR Extendable/ Table 7.5.2.9-1 Not applicable
213 Update SRR Extendable/ Table 7.5.4.21-1 Not applicable
214 Session Report Extendable / Table 7.5.8.7-1 Not Applicable
215 SRR ID Extendable / Clause 8.2.151 1
216 Access Availability Control Information Extendable / Table 7.5.2.9-2 Not applicable
217 Requested Access Availability Information Extendable / Clause 8.2.152 1
218 Access Availability Report Extendable / Table 7.5.8.6-2 Not applicable
219 Access Availability Information Extendable / Clause 8.2.153 1
220 Provide ATSSS Control Information Extendable / Table 7.5.2.10-1 Not Applicable
221 ATSSS Control Parameters Extendable / Table 7.5.3.7-1 Not Applicable
222 MPTCP Control Information Extendable / Clause 8.2.154 1
223 ATSSS-LL Control Information Extendable / Clause 8.2.155 1
224 PMF Control Information Extendable / Clause 8.2.156 1
225 MPTCP Parameters Extendable / Table 7.5.3.7-2 Not Applicable
226 ATSSS-LL Parameters Extendable / Table 7.5.3.7-3 Not Applicable
227 PMF Parameters Extendable / Table 7.5.3.7-4 Not Applicable
228 MPTCP Address Information Extendable / Clause 8.2.157 4
229 UE Link-Specific IP Address Extendable / Clause 8.2.158 1
230 PMF Address Information Extendable / Clause 8.2.159 1
231 ATSSS-LL Information Extendable / Clause 8.2.160 1
232 Data Network Access Identifier Variable Length / Clause 8.2.161 Not applicable
233 UE IP address Pool Information Extendable / Table 7.4.4.1-3 Not Applicable
234 Average Packet Delay Extendable / Clause 8.2.162 4
235 Minimum Packet Delay Extendable / Clause 8.2.163 4
236 Maximum Packet Delay Extendable / Clause 8.2.164 4
237 QoS Report Trigger Extendable / Clause 8.2.165 1
238 GTP-U Path QoS Control Information Extendable / Table 7.4.4.1.3-1 Not Applicable
239 GTP-U Path QoS Report (PFCP Node Report Request) Extendable / Table 7.4.5.1.5-1 Not Applicable
240 QoS Information in GTP-U Path QoS Report Extendable / Table 7.4.5.1.6-1 Not Applicable
241 GTP-U Path Interface Type Extendable / Clause 8.2.166 1
242 QoS Monitoring per QoS flow Control Information Extendable / Table 7.5.2.9-3 Not applicable
243 Requested QoS Monitoring Extendable / Clause 8.2.167 1
244 Reporting Frequency Extendable / Clause 8.2.168 1
245 Packet Delay Thresholds Extendable / Clause 8.2.169 1
246 Minimum Wait Time Extendable / Clause 8.2.170 4
247 QoS Monitoring Report Extendable / Table 7.5.8.6-3 Not applicable
248 QoS Monitoring Measurement Extendable / Clause 8.2.171 1
249 MT-EDT Control Information Extendable / Clause 8.2.172 1
250 DL Data Packets Size Extendable / Clause 8.2.173 2
251 QER Control Indications Extendable / Clause 8.2.174 1
252 Packet Rate Status Report Extendable / Table 7.5.7.1-2 Not applicable
253 NF Instance ID Fixed / Clause 8.2.175 16
254 Ethernet Context Information Extendable / Table 7.5.4.21-1 Not Applicable
255 Redundant Transmission Parameters Extendable / Table 7.5.2.2-5, Table 7.5.2.3-4 Not Applicable
256 Updated PDR Extendable / Table 7.5.5.5-1 Not Applicable
257 S-NSSAI Fixed Length / Clause 8.2.176 4
258 IP version Extendable / Clause 8.2.177 1
259 PFCPASReq-Flags Extendable / Clause 8.2.178 1
260 Data Status Extendable / Clause 8.2.179 1
261 Provide RDS configuration information Extendable / Table 7.5.2.11-1 Not Applicable
262 RDS configuration information Extendable / Clause 8.2.180 1
263 Query Packet Rate Status IE within PFCP Session Modification Request Extendable / Table 7.5.4.22-1 Not Applicable
264 Packet Rate Status Report IE within PFCP Session Modification Response Extendable / Table 7.5.5.4-1 Not Applicable
265 MPTCP Applicable Indication Extendable / Clause 8.2.181 1
266 Bridge Management Information Container Variable Length / Clause 8.2.182 Not Applicable
267 UE IP Address Usage Information Extendable / Table 7.4.4.3.1-1 Not Applicable
268 Number of UE IP Addresses Extendable / Clause 8.2.183 1
269 Validity Timer Extendable / Clause 8.2.184 2
270 Redundant Transmission Forwarding Parameters Extendable / Table 7.5.2.3-4 Not Applicable
271 Transport Delay Reporting Extendable / Table 7.5.2.2-6 Not Applicable
272 Partial Failure Information Extendable / Table 7.5.3.1-2 Not Applicable
273 Spare
274 Offending IE Information Variable Length / Clause 8.2.152 Not Applicable
275 RAT Type Extendable / Table 8.2.186 1
276 L2TP Tunnel Information Extendable / Table 7.5.2.1-2 Not Applicable
277 L2TP Session Information Extendable / Table 7.5.2.1-3 Not Applicable
278 L2TP User Authentication IE Extendable / Clause 8.2.187 1
279 Created L2TP Session Extendable / Table 7.5.3.1-3 Not Applicable
280 LNS Address Extendable / Clause 8.2.188 1
281 Tunnel Preference Fixed Length / Clause 8.2.189 3
282 Calling Number Variable Length / Clause 8.2.190 Not Applicable
283 Called Number Variable Length / Clause 8.2.191 Not Applicable
284 L2TP Session Indications Extendable / Clause 8.2.192 1
285 DNS Server Address Extendable / Clause 8.2.193 1
286 NBNS Server Address Extendable / Clause 8.2.194 1
287 Maximum Receive Unit Fixed Length / Clause 8.2.195 2
288 Thresholds Extendable / Clause 8.2.196 1
289 Steering Mode Indicator Extendable / Clause 8.2.197 1
290 PFCP Session Change Info Extendable / Table 7.4.7.1-2 Not Applicable
291 Group ID Variable Length / Clause 8.2.198 Not Applicable
292 CP IP Address Variable / Clause 8.2.199 Not Applicable
293 IP Address and Port number Replacement Extendable / Clause 8.2.200 1
294 DNS Query Filter Extendable / Clause 8.2.201 2
295 Direct Reporting Information Extendable / Table 7.5.2.9-4 Not applicable 
296 Event Notification URI Variable Length / Clause 8.2.202 Not Applicable
297 Notification Correlation ID Variable Length / Clause 8.2.203 Not Applicable
298 Reporting Flags Extendable / Clause 8.2.204 Not Applicable
299 Predefined Rules Name Variable Length / Clause 8.205 Not Applicable
300 MBS Session N4mb Control Information Extendable / Table 7.5.2.1-4 Not Applicable
301 MBS Multicast Parameters Extendable / Table 7.5.2.3-5 Not Applicable
302 Add MBS Unicast Parameters Extendable / Table 7.5.2.3-6 Not Applicable
303 MBS Session N4mb Information Extendable / Table 7.5.3.1-4 Not Applicable
304 Remove MBS Unicast Parameters Extendable / Table 7.5.4.3-4 Not Applicable
305 MBS Session Identifier Extendable Length / Clause 8.2.206 1
306 Multicast Transport Information Extendable Length / Clause 8.2.207 5
307 MBSN4mbReq-Flags Extendable Length / Clause 8.2.208 1
308 Local Ingress Tunnel Extendable / Clause 8.2.209 1
309 MBS Unicast Parameters ID Extendable / Clause 8.2.210 2
310 MBS Session N4 Control Information Extendable / Table 7.5.2.1-5 Not Applicable
311 MBS Session N4 Information Extendable / Table 7.5.3.1-5 Not Applicable
312 MBSN4Resp-Flags Extendable / Clause 8.2.211 1
313 Tunnel Password Variable Length / Clause 8.2.212 Not Applicable
314 Area Session ID Fixed Length / Clause 8.2.213 2
315 Peer UP Restart Report Extendable / Clause 7.4.5.1.7 Not Applicable
316 DSCP to PPI Control Information Extendable / Table 7.5.2.1-6 Not Applicable
317 DSCP to PPI Mapping Information Extendable / Clause 8.2.214 2
318 PFCPSDRsp-Flags Extendable / Clause 8.2.215 1
319 QER Indications Extendable / Clause 8.2.216 1
320 Vendor-Specific Node Report Type Extendable / Clause 8.2.217 1
321 Configured Time Domain Extendable / Clause 8.2.218 1